01/09/1997	201	1997	9
01/10/1997	202	1997	10
01/11/1997	203	1997	11
01/12/1997	204	1997	12
01/01/1998	205	1998	1
01/02/1998	206	1998	2
01/03/1998	207	1998	3
01/04/1998	208	1998	4
01/05/1998	209	1998	5
01/06/1998	210	1998	6
01/07/1998	211	1998	7
01/08/1998	212	1998	8
01/09/1998	213	1998	9
01/10/1998	214	1998	10
01/11/1998	215	1998	11
01/12/1998	216	1998	12
01/01/1999	217	1999	1
01/02/1999	218	1999	2
01/03/1999	219	1999	3
01/04/1999	220	1999	4
01/05/1999	221	1999	5
01/06/1999	222	1999	6
01/07/1999	223	1999	7
01/08/1999	224	1999	8
01/09/1999	225	1999	9
01/10/1999	226	1999	10
01/11/1999	227	1999	11
01/12/1999	228	1999	12
01/01/2000	229	2000	1
01/02/2000	230	2000	2
01/03/2000	231	2000	3
01/04/2000	232	2000	4
01/05/2000	233	2000	5
01/06/2000	234	2000	6
01/07/2000	235	2000	7
01/08/2000	236	2000	8
01/09/2000	237	2000	9
01/10/2000	238	2000	10
01/11/2000	239	2000	11
01/12/2000	240	2000	12
01/01/2001	241	2001	1
01/02/2001	242	2001	2
01/03/2001	243	2001	3
01/04/2001	244	2001	4
01/05/2001	245	2001	5
01/06/2001	246	2001	6
01/07/2001	247	2001	7
01/08/2001	248	2001	8
01/09/2001	249	2001	9
01/10/2001	250	2001	10
01/11/2001	251	2001	11
01/12/2001	252	2001	12
01/01/2002	253	2002	1
01/02/2002	254	2002	2
01/03/2002	255	2002	3
01/04/2002	256	2002	4
01/05/2002	257	2002	5
01/06/2002	258	2002	6
01/07/2002	259	2002	7
01/08/2002	260	2002	8
01/09/2002	261	2002	9
01/10/2002	262	2002	10
01/11/2002	263	2002	11
01/12/2002	264	2002	12
01/01/2003	265	2003	1
01/02/2003	266	2003	2
01/03/2003	267	2003	3
01/04/2003	268	2003	4
01/05/2003	269	2003	5
01/06/2003	270	2003	6
01/07/2003	271	2003	7
01/08/2003	272	2003	8
01/09/2003	273	2003	9
01/10/2003	274	2003	10
01/11/2003	275	2003	11
01/12/2003	276	2003	12
01/01/2004	277	2004	1
01/02/2004	278	2004	2
01/03/2004	279	2004	3
01/04/2004	280	2004	4
01/05/2004	281	2004	5
01/06/2004	282	2004	6
01/07/2004	283	2004	7
01/08/2004	284	2004	8
01/09/2004	285	2004	9
01/10/2004	286	2004	10
01/11/2004	287	2004	11
01/12/2004	288	2004	12
01/01/2005	289	2005	1
01/02/2005	290	2005	2
01/03/2005	291	2005	3
01/04/2005	292	2005	4
01/05/2005	293	2005	5
01/06/2005	294	2005	6
01/07/2005	295	2005	7
01/08/2005	296	2005	8
01/09/2005	297	2005	9
01/10/2005	298	2005	10
01/11/2005	299	2005	11
01/12/2005	300	2005	12
01/01/2006	301	2006	1
01/02/2006	302	2006	2
01/03/2006	303	2006	3
01/04/2006	304	2006	4
01/05/2006	305	2006	5
01/06/2006	306	2006	6
01/07/2006	307	2006	7
01/08/2006	308	2006	8
01/09/2006	309	2006	9
01/10/2006	310	2006	10
01/11/2006	311	2006	11
01/12/2006	312	2006	12
01/01/2007	313	2007	1
01/02/2007	314	2007	2
01/03/2007	315	2007	3
01/04/2007	316	2007	4
01/05/2007	317	2007	5
01/06/2007	318	2007	6
01/07/2007	319	2007	7
01/08/2007	320	2007	8
01/09/2007	321	2007	9
01/10/2007	322	2007	10
01/11/2007	323	2007	11
01/12/2007	324	2007	12
01/01/2008	325	2008	1
01/02/2008	326	2008	2
01/03/2008	327	2008	3
01/04/2008	328	2008	4
01/05/2008	329	2008	5
01/06/2008	330	2008	6
01/07/2008	331	2008	7
01/08/2008	332	2008	8
01/09/2008	333	2008	9
01/10/2008	334	2008	10
01/11/2008	335	2008	11
01/12/2008	336	2008	12
01/01/2009	337	2009	1
01/02/2009	338	2009	2
01/03/2009	339	2009	3
01/04/2009	340	2009	4
01/05/2009	341	2009	5
01/06/2009	342	2009	6
01/07/2009	343	2009	7
01/08/2009	344	2009	8
01/09/2009	345	2009	9
01/10/2009	346	2009	10
01/11/2009	347	2009	11
01/12/2009	348	2009	12
01/01/2010	349	2010	1
01/02/2010	350	2010	2
01/03/2010	351	2010	3
01/04/2010	352	2010	4
01/05/2010	353	2010	5
01/06/2010	354	2010	6
01/07/2010	355	2010	7
01/08/2010	356	2010	8
01/09/2010	357	2010	9
01/10/2010	358	2010	10
01/11/2010	359	2010	11
01/12/2010	360	2010	12
01/01/2011	361	2011	1
01/02/2011	362	2011	2
01/03/2011	363	2011	3
01/04/2011	364	2011	4
01/05/2011	365	2011	5
01/06/2011	366	2011	6
01/07/2011	367	2011	7
01/08/2011	368	2011	8
01/09/2011	369	2011	9
01/10/2011	370	2011	10
01/11/2011	371	2011	11
01/12/2011	372	2011	12
01/01/2012	373	2012	1
01/02/2012	374	2012	2
01/03/2012	375	2012	3
01/04/2012	376	2012	4
01/05/2012	377	2012	5
01/06/2012	378	2012	6
01/07/2012	379	2012	7
01/08/2012	380	2012	8
01/09/2012	381	2012	9
01/10/2012	382	2012	10
01/11/2012	383	2012	11
01/12/2012	384	2012	12
01/01/2013	385	2013	1
01/02/2013	386	2013	2
01/03/2013	387	2013	3
01/04/2013	388	2013	4
01/05/2013	389	2013	5
01/06/2013	390	2013	6
01/07/2013	391	2013	7
01/08/2013	392	2013	8
01/09/2013	393	2013	9
01/10/2013	394	2013	10
01/11/2013	395	2013	11
01/12/2013	396	2013	12
01/01/2014	397	2014	1
01/02/2014	398	2014	2
01/03/2014	399	2014	3
01/04/2014	400	2014	4
01/05/2014	401	2014	5
01/06/2014	402	2014	6
01/07/2014	403	2014	7
01/08/2014	404	2014	8
01/09/2014	405	2014	9
01/10/2014	406	2014	10
01/11/2014	407	2014	11
01/12/2014	408	2014	12
01/01/2015	409	2015	1
01/02/2015	410	2015	2
01/03/2015	411	2015	3
01/04/2015	412	2015	4
01/05/2015	413	2015	5
01/06/2015	414	2015	6
01/07/2015	415	2015	7
01/08/2015	416	2015	8
01/09/2015	417	2015	9
01/10/2015	418	2015	10
01/11/2015	419	2015	11
01/12/2015	420	2015	12
01/01/2016	421	2016	1
01/02/2016	422	2016	2
01/03/2016	423	2016	3
01/04/2016	424	2016	4
01/05/2016	425	2016	5
