01/02/1980	125.4
01/03/1980	85.7
01/04/1980	56.2
01/05/1980	143.9
01/06/1980	88.1
01/07/1980	10.6
01/08/1980	17.9
01/09/1980	46.3
01/10/1980	89.4
01/11/1980	44.4
01/12/1980	81.8
01/01/1981	6.7
01/02/1981	47
01/03/1981	147
01/04/1981	258.4
01/05/1981	191.1
01/06/1981	64.2
01/07/1981	17.6
01/08/1981	54.1
01/09/1981	45.4
01/10/1981	120.7
01/11/1981	221.1
01/12/1981	41.8
01/01/1982	112.9
01/02/1982	98.4
01/03/1982	129.9
01/04/1982	210.7
01/05/1982	111.7
01/06/1982	36.4
01/07/1982	20.1
01/08/1982	7.7
01/09/1982	59.8
01/10/1982	157
01/11/1982	151.1
01/12/1982	115.7
01/01/1983	4.2
01/02/1983	7.8
01/03/1983	113.2
01/04/1983	253.5
01/05/1983	92.6
01/06/1983	8.6
01/07/1983	37.4
01/08/1983	11.4
01/09/1983	18.5
01/10/1983	67.2
01/11/1983	149.4
01/12/1983	108.2
01/01/1984	94.1
01/02/1984	118.7
01/03/1984	44.2
01/04/1984	134.4
01/05/1984	108.6
01/06/1984	95
01/07/1984	35.3
01/08/1984	74.4
01/09/1984	168.3
01/10/1984	144.9
01/11/1984	69.9
01/12/1984	140.6
01/01/1985	50.8
01/02/1985	5.3
01/03/1985	118.1
01/04/1985	31.5
01/05/1985	65.7
01/06/1985	17.9
01/07/1985	54.3
01/08/1985	30.7
01/09/1985	92
01/10/1985	105.8
01/11/1985	66.7
01/12/1985	36.8
01/01/1986	70.7
01/02/1986	108.8
01/03/1986	99
01/04/1986	156
01/05/1986	87.9
01/06/1986	43.8
01/07/1986	13.5
01/08/1986	64.4
01/09/1986	82.6
01/10/1986	207.5
01/11/1986	89
01/12/1986	34.5
01/01/1987	15.8
01/02/1987	32.8
01/03/1987	130.9
01/04/1987	114
01/05/1987	77.9
01/06/1987	66.1
01/07/1987	25.6
01/08/1987	42.8
01/09/1987	149.7
01/10/1987	165.4
01/11/1987	75.3
01/12/1987	30
01/01/1988	54.1
01/02/1988	66.2
01/03/1988	108.2
01/04/1988	144.2
01/05/1988	118.8
01/06/1988	62.5
01/07/1988	29.6
01/08/1988	44.4
01/09/1988	83.4
01/10/1988	127.3
01/11/1988	117.6
01/12/1988	68.4
01/01/1989	51.6
01/02/1989	69.2
01/03/1989	111.4
01/04/1989	151.2
01/05/1989	120.1
01/06/1989	63.7
01/07/1989	27.5
01/08/1989	43.9
01/09/1989	84
01/10/1989	126.8
01/11/1989	117.1
01/12/1989	68
01/01/1990	53.8
01/02/1990	66.5
01/03/1990	109.1
01/04/1990	145.3
01/05/1990	119.1
01/06/1990	62.8
01/07/1990	30
01/08/1990	47.8
01/09/1990	86.4
01/10/1990	131.2
01/11/1990	120.1
01/12/1990	67.5
01/01/1991	49.8
01/02/1991	65.2
01/03/1991	107.6
01/04/1991	145
01/05/1991	119.6
01/06/1991	62.8
01/07/1991	30.6
01/08/1991	46.2
01/09/1991	87.6
01/10/1991	131.1
01/11/1991	116.3
01/12/1991	65.1
01/01/1992	20.4
01/02/1992	87
01/03/1992	24.8
01/04/1992	60.3
01/05/1992	66
01/06/1992	3.4
01/07/1992	22.4
01/08/1992	6.9
01/09/1992	99.7
01/10/1992	59
